Driver,FP3AvgPace,FP3BestPace,FP3LapCount,Year,RoundNumber,EventName,SessionSource
ZHO,103.78108333333334,80.199,12.0,2023,19,Mexico City Grand Prix,
SAR,99.7578,79.084,5.0,2023,19,Mexico City Grand Prix,
HAM,71.55675,70.94,4.0,2023,20,São Paulo Grand Prix,SprintQuali
HUL,71.96266666666666,71.752,3.0,2023,20,São Paulo Grand Prix,SprintQuali
LEC,71.68339999999999,71.077,5.0,2023,20,São Paulo Grand Prix,SprintQuali
MAG,71.89933333333333,71.727,3.0,2023,20,São Paulo Grand Prix,SprintQuali
ZHO,91.00766666666668,72.497,3.0,2023,20,São Paulo Grand Prix,SprintQuali
VER,82.527625,70.683,8.0,2023,20,São Paulo Grand Prix,SprintQuali
TSU,82.335,71.019,6.0,2023,20,São Paulo Grand Prix,SprintQuali
STR,82.216,72.482,4.0,2023,20,São Paulo Grand Prix,SprintQuali
SAR,72.7475,72.615,2.0,2023,20,São Paulo Grand Prix,SprintQuali
SAI,71.4985,71.126,4.0,2023,20,São Paulo Grand Prix,SprintQuali
RUS,71.57425,70.857,4.0,2023,20,São Paulo Grand Prix,SprintQuali
RIC,82.61,71.122,5.0,2023,20,São Paulo Grand Prix,SprintQuali
PIA,83.45416666666667,71.189,6.0,2023,20,São Paulo Grand Prix,SprintQuali
PER,75.23566666666666,70.756,6.0,2023,20,São Paulo Grand Prix,SprintQuali
OCO,72.388,72.388,1.0,2023,20,São Paulo Grand Prix,SprintQuali
NOR,80.38199999999999,70.622,7.0,2023,20,São Paulo Grand Prix,SprintQuali
ALO,85.46875,72.224,4.0,2023,20,São Paulo Grand Prix,SprintQuali
GAS,72.0255,71.822,2.0,2023,20,São Paulo Grand Prix,SprintQuali
BOT,84.753,71.872,4.0,2023,20,São Paulo Grand Prix,SprintQuali
ALB,72.525,72.525,1.0,2023,20,São Paulo Grand Prix,SprintQuali
GAS,104.12185714285714,96.485,7.0,2023,21,Las Vegas Grand Prix,
BOT,110.63783333333336,94.908,12.0,2023,21,Las Vegas Grand Prix,
ALO,103.30342857142855,94.788,7.0,2023,21,Las Vegas Grand Prix,
ALB,120.40228571428572,95.524,7.0,2023,21,Las Vegas Grand Prix,
RIC,112.8935,97.778,6.0,2023,21,Las Vegas Grand Prix,
RUS,104.2686,94.093,15.0,2023,21,Las Vegas Grand Prix,
SAI,109.91746153846157,95.939,13.0,2023,21,Las Vegas Grand Prix,
PIA,108.22009090909091,94.491,11.0,2023,21,Las Vegas Grand Prix,
STR,104.3002,95.253,10.0,2023,21,Las Vegas Grand Prix,
VER,121.10275,94.653,8.0,2023,21,Las Vegas Grand Prix,
TSU,110.50585714285714,96.087,7.0,2023,21,Las Vegas Grand Prix,
SAR,114.55854545454544,94.645,11.0,2023,21,Las Vegas Grand Prix,
ZHO,113.36844444444444,95.881,9.0,2023,21,Las Vegas Grand Prix,
PER,106.73733333333332,94.868,3.0,2023,21,Las Vegas Grand Prix,
OCO,102.10177777777776,95.297,9.0,2023,21,Las Vegas Grand Prix,
NOR,107.0552222222222,95.089,9.0,2023,21,Las Vegas Grand Prix,
HAM,104.07564705882352,94.853,17.0,2023,21,Las Vegas Grand Prix,
HUL,107.72077777777778,95.112,9.0,2023,21,Las Vegas Grand Prix,
LEC,107.92107142857142,95.908,14.0,2023,21,Las Vegas Grand Prix,
MAG,118.68569999999995,95.067,10.0,2023,21,Las Vegas Grand Prix,
SAR,106.64616666666666,85.583,6.0,2023,22,Abu Dhabi Grand Prix,
SAI,98.18088235294118,85.736,17.0,2023,22,Abu Dhabi Grand Prix,
RUS,110.0365,84.829,2.0,2023,22,Abu Dhabi Grand Prix,
RIC,113.71666666666668,85.597,6.0,2023,22,Abu Dhabi Grand Prix,
ZHO,102.95915384615384,85.504,13.0,2023,22,Abu Dhabi Grand Prix,
VER,97.5433,85.153,10.0,2023,22,Abu Dhabi Grand Prix,
TSU,109.6524,85.222,5.0,2023,22,Abu Dhabi Grand Prix,
STR,98.92358333333334,85.52,12.0,2023,22,Abu Dhabi Grand Prix,
GAS,93.7465,85.442,4.0,2023,22,Abu Dhabi Grand Prix,
BOT,113.832,85.42,8.0,2023,22,Abu Dhabi Grand Prix,
ALO,99.66474999999998,85.543,12.0,2023,22,Abu Dhabi Grand Prix,
ALB,115.5478,85.403,5.0,2023,22,Abu Dhabi Grand Prix,
HAM,100.84607692307694,85.919,13.0,2023,22,Abu Dhabi Grand Prix,
HUL,99.82427272727271,85.955,11.0,2023,22,Abu Dhabi Grand Prix,
LEC,97.5643125,85.242,16.0,2023,22,Abu Dhabi Grand Prix,
MAG,101.31216666666668,85.652,6.0,2023,22,Abu Dhabi Grand Prix,
NOR,109.1194,85.076,5.0,2023,22,Abu Dhabi Grand Prix,
OCO,95.067,85.372,4.0,2023,22,Abu Dhabi Grand Prix,
PER,103.63936363636364,85.259,11.0,2023,22,Abu Dhabi Grand Prix,
PIA,109.5412,84.81,5.0,2023,22,Abu Dhabi Grand Prix,
